District,Variety_Sampled,Age,Field_size(MSquared),Neighbor_ fields,lat,lon,Altitude,CBSD_Severity,CBSD_Incidence,CMD_Incidence,Adult_Population,Mean_adult_whitefly_per_Plant
Hoima,Nase 13,4,200,1,1.47123,31.44473,1160,0,0,0,225,7.5
Hoima,TME 14,4,600,2,1.3327,31.31223,1174,0,0,0,54,1.8
Hoima,TME 14,5,1200,2,1.35602,31.40405,1116,2,30,0,10,0.3
Hoima,Local Unknown,4,600,0,1.27643,31.3,1131,0,0,6.7,78,2.6
Hoima,Omongole,3,1350,1,1.39887,31.31828,1149,0,0,16.7,131,4.4
Hoima,Local Unknown,4,1200,2,1.2172,31.2942,1088,0,0,13.3,58,1.9
Hoima,Nase 14,6,1200,2,1.46813,31.34427,1164,0,0,0,2431,81
Hoima,Local Unknown,5,2000,3,1.48905,31.2902,1097,2,16.7,16.7,207,6.9
Hoima,TME 14,4,800,3,1.51948,31.23448,1067,0,0,0,44,1.5
Hoima,TME 14,3,800,2,1.54335,31.18555,1039,0,0,0,60,2
Hoima,Nyakakwa,5,400,2,1.56725,31.20097,1019,2,16.7,6.7,363,12.1
Hoima,Nyakakwa,3,1600,2,1.56675,31.22893,1029,2,3.3,43.3,247,8.2
Hoima,Local Unknown,4,1200,4,1.57412,31.2704,1102,0,0,0,56,1.9
Hoima,Local Unknown,3,1800,2,1.59538,31.30337,1083,2,23.3,30,96,3.2
Hoima,Local Unknown,3,1800,5,1.63013,31.32827,1067,0,0,6.7,63,2.1
Hoima,Nam 130,3,2000,2,1.65143,31.36672,1088,2,63.3,0,0,0
Hoima,Local Unknown,4,1500,6,1.63293,31.3836,1047,2,100,0,7,0.2
Buliisa,Local Unknown,4,1200,4,2.15675,31.4938,695,2.3,40,56.7,3548,118.3
Buliisa,Local Unknown,4,1200,4,2.18253,31.52928,720,2,3.3,40,73,2.4
Buliisa,Local Unknown,5,1500,4,2.19322,31.53577,738,0,0,26.7,1960,65.3
Buliisa,Local Unknown,3,1200,2,2.18345,31.51802,711,0,0,50,540,18
Buliisa,Nase 3,4,800,5,2.2104,31.51522,690,0,0,26.7,565,18.8
Buliisa,Nase 3,4,2000,3,2.2304,31.52027,680,0,0,50,690,23
Buliisa,Local Unknown,3,1000,4,2.20737,31.47825,676,0,0,33.3,965,32.2
Buliisa,Local Unknown,3,300,2,2.1667,31.49585,706,0,0,33.3,1037,34.6
Buliisa,Local Unknown,4,2000,2,2.13825,31.4968,692,0,0,46.7,3630,121
Buliisa,Local Unknown,4,1800,2,2.10375,31.50448,679,0,0,30,2035,67.8
Buliisa,Local Unknown,3,2400,2,2.04672,31.51548,669,0,0,33.3,852,28.4
Buliisa,Nase 14,4,3500,1,1.76877,31.39312,938,2,46.7,0,931,31
Buliisa,TME 14,3,200,2,1.75063,31.41792,1011,2,93.3,0,291,9.7
Buliisa,Local Unknown,4,600,3,1.75685,31.43387,1012,2,100,16.7,23,0.8
Buliisa,Akena,4,1200,7,1.74025,31.44692,1028,0,0,0,22,0.7
Buliisa,Nyakakwa,4,400,6,1.73373,31.47408,1074,2.1,60,3.3,60,2
Buliisa,Nyakakwa,3,1200,3,1.72912,31.43357,1027,2,3.3,50,1465,48.8
Buliisa,Nyakakwa,4,600,4,1.7377,31.40588,1003,0,0,33.3,268,8.9
Buliisa,TME 14,4,600,4,1.75382,31.40653,975,2,30,0,353,11.8
Buliisa,Nyakakwa,5,450,4,1.71327,31.36793,998,2.3,50,30,775,25.8
Masindi,TME 14,5,4200,3,1.61737,31.43085,1124,2,13.3,0,57,1.9
Masindi,Nase 14,5,2000,1,1.61818,31.46058,1110,2,6.7,3.3,794,26.5
Masindi,Unknown Local,3,2500,2,1.66392,31.48935,1067,0,0,13.3,18,0.6
Masindi,TME 14,4,3000,6,1.65807,31.5232,1097,2,6.7,0,18,0.6
Masindi,TME 14,4,450,2,1.63232,31.53158,1074,2,76.7,0,107,3.6
Masindi,Local Unknown,4,1500,2,1.5464,31.60038,1133,0,0,16.7,187,6.2
Masindi,Njule,4,2800,4,1.59082,31.63438,1125,0,0,3.3,22,0.7
Masindi,Bugangaizi,4,800,2,1.61663,31.67562,1158,2,3.3,16.7,273,9.1
Masindi,TME 14,5,3000,2,1.66188,31.70593,1154,0,0,0,2266,75.5
Masindi,Akena,4,3000,2,1.67605,31.6681,1124,0,0,0,533,17.8
Masindi,Local Unknown,4,3000,2,1.6576,31.6476,1082,0,0,16.7,73,2.4
Masindi,Local Unknown,6,1200,4,1.66687,31.6183,1103,0,0,0,16,0.5
Masindi,Local Unknown,4,2000,2,1.6994,31.66777,1107,0,0,6.7,137,4.6
Masindi,TME 14,5,1200,6,1.66992,31.75735,1094,2,40,0,74,2.5
Masindi,Local Unknown,5,600,1,1.65352,31.78605,1108,0,0,13.3,125,4.2
Masindi,Local Unknown,7,900,3,1.63377,31.81775,1077,0,0,3.3,204,6.8
Masindi,Bao,6,600,2,1.71442,31.73058,1163,0,0,86.7,409,13.6
Masindi,Nyapamitu,4,800,7,1.75402,31.76375,1123,2.2,20,3.3,37,1.2
Masindi,TME 204,4,400,2,1.77423,31.83927,1099,0,0,0,139,4.6
Masindi,Nyapamitu,5,5600,6,1.79893,31.88337,1112,0,0,30,28,0.9
Kiryandongo,Nyaraboke,5,2100,3,1.79013,31.92872,1073,0,0,96.7,262,8.7
Kiryandongo,Aladu,4,600,4,1.79835,31.97745,1069,0,0,30,12,0.4
Kiryandongo,Nyaraboke,5,2400,7,1.82452,31.98238,1078,0,0,93.3,11,0.4
Kiryandongo,Nyapamitu,5,2400,5,1.82668,31.94062,1090,0,0,56.7,9,0.3
Kiryandongo,Tongolo,4,3500,3,1.86323,31.93123,1109,0,0,3.3,118,3.9
Kiryandongo,Nyaraboke,4,3000,5,1.89435,31.97278,1080,0,0,100,267,8.9
Kiryandongo,Nase1 3,4,2400,5,1.8909,32.01897,1101,0,0,0,17,0.6
Kiryandongo,Nyaraboke,4,2400,2,1.88518,32.05178,1076,2,26.7,23.3,151,5
Kiryandongo,Njule White,6,2000,4,1.90072,32.08905,1017,0,0,6.7,143,4.8
Kiryandongo,Tongolo,4,2000,2,1.9271,32.08792,1114,0,0,13.3,14,0.5
Kiryandongo,Nyapamitu,5,2400,2,1.94055,32.07315,1100,0,0,13.3,11,0.4
Kiryandongo,Nyapamitu,4,2800,2,1.96292,32.07392,1112,0,0,10,26,0.9
Kiryandongo,TME 204,3,1200,3,1.95145,32.10247,1089,0,0,3.3,64,2.1
Kiryandongo,Nyaraboke,4,2000,4,1.98422,32.17255,1105,0,0,100,365,12.2
Kiryandongo,Tongolo,3,1600,2,2.06352,32.18953,1093,0,0,66.7,73,2.4
Kiryandongo,TME 204,6,900,3,2.11797,32.20357,1066,0,0,0,46,1.5
Kiryandongo,TME 204,5,5600,0,2.16557,32.2308,1037,2,10,0,0,0
Kiryandongo,Bao,5,16000,5,1.78378,32.20013,1025.2,0,0,43.3,84,2.8
Kiryandongo,Nyapamitu,4,7200,2,1.71672,32.01723,1052.2,0,0,6.7,13,0.4
Kiryandongo,Aladu,6,2000,0,1.7,32.08333,1015,0,0,3.3,30,1
Serere,TME 14,5,3000,2,1.4103,33.3774,1035,2.5,20,40,872,29.1
Serere,Unknown,6,1800,2,1.59269,33.51212,1049,0,0,0,190,6.3
Serere,Nase 3,4,2000,0,1.56491,33.57086,1108,0,0,36.7,1256,41.9
Serere,Nase 14,6,1400,2,1.56031,33.46106,1072,0,0,0,1899,63.3
Serere,Nase 14,6,800,2,1.53487,33.42106,1102,0,0,0,1608,53.6
Serere,Nase 3,6,3500,0,1.60204,33.31585,1046,0,0,93.3,194,6.5
Serere,Nase 3,4,3500,0,1.50854,33.36056,1045,0,0,70,2370,79
Serere,Nase 3,3,1000,0,1.45305,33.65294,1039,0,0,60,166,5.5
Serere,TME14,4,1200,2,1.46972,33.41374,1061,2,100,6.7,371,12.4
Serere,Nase 3,4,1600,1,1.51418,33.48962,1091,0,0,60,1538,51.3
Serere,Nase 3,4,5600,1,1.46545,33.63308,1062,0,0,50,680,22.7
Serere,Nase 3,5,2800,2,1.46133,33.58577,1063,0,0,46.7,883,29.4
Serere,Nase 3,3.5,1750,0,1.43112,33.23367,1034,0,0,40,1907,63.6
Serere,Nase 3,6,2400,1,1.41436,33.53905,1058,0,0,30,247,8.2
Serere,Nase 14,4,3000,1,1.4641,33.49131,1068,0,0,0,510,17
Serere,Nase 14,4,2100,0,1.52834,33.36894,1044,2.4,30,0,94,3.1
Serere,Nase 3,6,1000,2,1.39022,33.22092,1034,0,0,30,227,7.6
Serere,Nase 4,6,3200,3,1.48938,33.31002,1043,3.5,6.7,13.3,78,2.6
Serere,Nase 3,5,2100,0,1.46008,33.32556,1039,4,3.3,33.3,281,9.4
Serere,Local (Unknown),4,1800,2,1.49549,33.56639,1092,0,0,46.7,1453,48.4
Pallisa,Nase 3,6,1800,2,1.24925,33.84566,1081,0,0,26.7,169,5.6
Pallisa,TME 14,4,3200,1,1.15581,33.67901,1062,2,3.3,0,887,29.6
Pallisa,Nase 3,4,2100,1,1.18981,33.74933,1071,0,0,30,40,1.3
Pallisa,TME 14,4,2400,1,1.13712,33.62863,1044,2,53.3,16.7,2346,78.2
Pallisa,Unknown,4.5,3500,2,1.18184,33.80475,1112,0,0,20,12,0.4
Pallisa,Nase 3,3,3000,1,1.21651,33.79757,1132,0,0,30,16,0.5
Pallisa,Nase 3,4,2750,1,1.25753,33.79482,1106,0,0,3.3,92,3.1
Pallisa,Nase 3,4,1755,0,1.10337,33.74483,1043,0,0,43.3,1601,53.4
Pallisa,Nase 14,4,1200,0,1.19842,33.96624,1085,2,6.7,0,525,17.5
Pallisa,Nase 3,5,600,1,1.20104,33.68374,1053,2,3.3,26.7,29,1
Pallisa,Nase 3,5,900,0,1.23961,33.6225,1046,0,0,13.3,138,4.6
Pallisa,Nase 3,3,1750,2,1.15246,33.80606,1110,3,26.7,16.7,126,4.2
Pallisa,Nase 3,3,2240,1,1.26509,33.5794,1045,2,3.3,40,401,13.4
Pallisa,Nase 3,6,2450,2,1.1626,33.73192,1076,0,0,20,36,1.2
Pallisa,Nase 3,3,1800,1,1.1077,33.71141,1077,0,0,30,37,1.2
Pallisa,TME 14,5,1200,2,1.27654,33.70654,1095,2,16.7,3.3,492,16.4
Pallisa,Nase 3,3,2400,3,1.27266,33.6651,1054,0,0,20,433,14.4
Pallisa,Nase 3,6,1250,1,1.31899,33.71846,1055,0,0,13.3,292,9.7
Pallisa,Nase 3,4,2450,2,1.2632,33.75949,1096,0,0,13.3,754,25.1
Pallisa,Nase 3,5,2451,1,1.21732,33.90165,1090,2,3.3,30,23,0.8
Kumi,Nase 3,3,2452,1,1.49916,33.93777,1133,0,0,10,63,2.1
Kumi,Unknown,3.5,2000,1,1.56624,33.91412,1084,0,0,20,109,3.6
Kumi,Nase 3,6,9800,2,1.62061,33.92199,1050,0,0,0,4,0.1
Kumi,Nase 3,5,2000,1,1.52939,33.99024,1069,0,0,13.3,122,4.1
Kumi,Nase 4,5,2400,0,1.59702,34.03017,1048,0,0,46.7,142,4.7
Kumi,Unknown(Improved),5,2100,0,1.48247,34.00479,1097,2.8,86.7,3.3,29,1
Kumi,Akena,3,3200,2,1.45134,34.01141,1139,0,0,0,46,1.5
Kumi,TME 14,3,1200,3,1.47896,33.89096,1123,2,96.7,3.3,38,1.3
Kumi,Nase 13 (2961),5,1350,1,1.44402,33.8806,1107,2,6.7,0,7,0.2
Kumi,Nam 130,6,1800,3,1.45531,33.85392,1127,2,16.7,10,9,0.3
Kumi,Nam 130,3,1000,0,1.46878,33.94944,1124,0,0,30,53,1.8
Kumi,TME 14,5,2100,4,1.41353,33.99077,1133,2.1,100,0,63,2.1
Kumi,Nase 3,3,3200,1,1.36201,34.0296,1109,0,0,23.3,176,5.9
Kumi,Nase 4,5,1500,1,1.41479,33.92173,1097,0,0,26.7,698,23.3
Kumi,TME 14,6,1200,2,1.36925,33.94516,1135,0,0,3.3,6,0.2
Kumi,Nase 3,6,1750,0,1.31939,33.96966,1113,0,0,10,44,1.5
Kumi,Nase 3,4,2600,3,1.41234,33.88587,1071,0,0,10,174,5.8
Kumi,Unknown,3,2100,1,1.34147,33.86099,1085,0,0,60,1734,57.8
Kumi,Nase 3,4,1050,0,1.31566,33.91817,1086,0,0,3.3,23,0.8
Kumi,Nase 3,4,2800,2,1.27649,33.87519,1067,0,0,40,879,29.3
Soroti,Magana,4,1200,1,1.79442,33.62052,1105,2,6.7,20,2901,96.7
Soroti,Nase 3,5,5000,2,1.86123,33.625,1116,0,0,10,262,8.7
Soroti,Unknown,3.5,2000,2,1.92896,33.63856,1079,3,3.3,10,1198,39.9
Soroti,Nase 3,6,2400,2,1.71191,33.6581,1101,0,0,10,451,15
Soroti,Nase 3,3,700,3,1.70875,33.70868,1061,0,0,13.3,360,12
Soroti,Magana,4,4200,1,1.65727,33.68218,1059,2.7,10,53.3,400,13.3
Soroti,TME 204,4,1800,3,1.77199,33.73679,1069,2,30,0,1605,53.5
Soroti,Magana,4,2000,2,1.80662,33.68304,1084,0,0,76.7,2014,67.1
Soroti,TME 14,6,2000,1,1.82491,33.65379,1106,2,16.7,6.7,783,26.1
Soroti,Nase 3,5,3000,0,1.86412,33.69626,1058,0,0,33.3,2259,75.3
Soroti,Nase 14,4,1050,2,1.85968,33.62999,1109,3,3.3,3.3,1416,47.2
Soroti,2961,4,1350,0,1.84264,33.57467,1095,0,0,3.3,1182,39.4
Soroti,Nase 3,4,6000,0,1.90794,33.55181,1098,0,0,30,1041,34.7
Soroti,Nase 3,5,3300,2,1.94736,33.51038,1081,0,0,3.3,293,9.8
Soroti,TME 14,4,3500,2,1.73444,33.58894,1093,2,96.7,13.3,2084,69.5
Soroti,2961,6,800,2,1.78401,33.54191,1052,0,0,3.3,318,10.6
Soroti,Nase 3,4,5400,2,1.84303,33.48402,1051,0,0,30,2053,68.4
Soroti,Nase 3,4,1000,3,1.66099,33.27703,1085,0,0,30,816,27.2
Soroti,Nase 3,4,4200,2,1.88589,33.46842,1051,0,0,16.7,2190,73
Soroti,Nase 3,4,2800,2,1.9443,33.47297,1071,0,0,20,3652,121.7
Katakwi,Unknown,6,1170.3,2,1.71732,33.83226,1045,2.1,36.7,13.3,626,20.9
Katakwi,TME 14,6,2609.5,0,1.72282,33.88941,1062,0,0,26.7,24,0.8
Katakwi,Akena,4,1000,0,1.68117,33.91875,1056,0,0,10,148,4.9
Katakwi,TME 14,5,1500,0,1.75642,33.96858,1084,2,20,3.3,241,8
Katakwi,TME 14,4,1377,0,1.8015,33.96949,1085,2.1,56.7,6.7,479,16
Katakwi,TME 14 ,4,2640.8,3,1.83631,33.94629,1095,2.1,100,13.3,752,25.1
Katakwi,2961,5,1400,1,1.91823,33.96585,1100,0,0,3.3,98,3.3
Katakwi,TME 204,6,110,4,1.91629,34.01658,1064,2,80,20,130,4.3
Katakwi,Nase 3,4,2400,3,1.8717,33.89439,1056,0,0,26.7,51,1.7
Katakwi,2961,6,1546.8,1,1.83158,33.93123,1066,2,3.3,0,36,1.2
Katakwi,Nase 3,4,1195.7,0,1.87341,33.8746,1057,0,0,10,108,3.6
Katakwi,Nase 3,5,3600,3,1.9506,33.91924,1073,0,0,16.7,37,1.2
Katakwi,Nase 3,3,5000,2,1.97761,33.96705,1093,0,0,36.7,91,3
Katakwi,Unknown,6,2800,2,2.03013,33.98492,1093,0,0,10,13,0.4
Katakwi,Nase 3,5,2400,0,2.09605,33.97491,1107,0,0,6.7,12,0.4
Katakwi,TME 204,6,480,2,2.05862,34.0206,1087,2.7,23.3,3.3,26,0.9
Katakwi,2961,3,4000,1,2.0911,34.06177,1090,0,0,0,0,0
Katakwi,Nase 3,5,4000,1,2.02508,34.07464,1083,0,0,50,13,0.4
Katakwi,TME 14,6,750,1,1.9349,34.07105,1069,2,50,13.3,121,4
Katakwi,Nase 3,5,4000,3,1.91474,34.01996,1055,0,0,0,57,1.9
Amuria,Nase 3,6,1200,0,1.86602,33.72907,1067,0,0,46.7,1471,49
Amuria,Nase 3,4,1250,0,1.86284,33.79604,1051,0,0,16.7,1744,58.1
Amuria,Magana,5,600,2,1.835,33.75471,1061,0,0,96.7,3373,112.4
Amuria,TME 14,6,900,3,1.91049,33.7978,1084,2,83.3,3.3,168,5.6
Amuria,TME 14,5,2800,2,1.96009,33.82058,1101,2,90,0,284,9.5
Amuria,Nase 3,4,3500,0,1.94021,33.86217,1075,0,0,10,427,14.2
Amuria,TME 14,4,4000,1,2.00096,33.79183,1116,2,86.7,3.3,273,9.1
Amuria,2961,4,1500,0,2.05865,33.75632,1143,0,0,0,63,2.1
Amuria,Nase 3,4,2800,1,2.0838,33.81402,1113,0,0,13.3,7,0.2
Amuria,Nase 3,6,600,1,2.01078,33.71006,1114,2,3.3,6.7,58,1.9
Amuria,TME 14,6,1800,1,1.99488,33.63912,1103,2,40,3.3,3268,108.9
Amuria,Nase 3,4,2400,1,2.06011,33.64766,1112,0,0,3.3,104,3.5
Amuria,TME 14,6,4500,2,2.1246,33.65289,1117,2,70,6.7,51,1.7
Amuria,Nase 3,6,8000,0,2.18346,33.64561,1085,0,0,13.3,39,1.3
Amuria,Nase 3,3,1800,1,2.18626,33.5806,1072,0,0,6.7,13,0.4
Amuria,Akena,5,2000,1,2.15253,33.52567,1100,0,0,10,44,1.5
Amuria,Nase 3,4,7800,2,2.09816,33.49673,1150,0,0,13.3,1960,65.3
Amuria,Omongole,6,1500,1,2.06125,33.5127,1154,2.4,50,6.7,63,2.1
Amuria,Omongole,5,600,1,2.04839,33.4347,1131,2.1,26.7,0,32,1.1
Amuria,TME 204,5,800,1,2.02104,33.46431,1113,2,53.3,6.7,1020,34
Kamuli ,Nase 14,6,4000,3,0.71809,33.15392,1092,2.5,93.3,0,23,0.8
Kamuli ,Mutesa,6,1200,2,0.73406,33.15068,1084,0,0,76.7,10,0.3
Kamuli ,TME 14,6,4000,2,0.7941,33.16481,1070,2.3,66.7,0,114,3.8
Kamuli ,TME 14,4,8000,0,0.80371,33.19786,1094,0,0,0,210,7
Kamuli ,TME 14,7,800,2,0.85155,33.18614,1094,2.4,33.3,0,86,2.9
Kamuli ,TME 14,2,450,1,0.90896,33.14622,1105,2.4,96.7,0,50,1.7
Kamuli ,TME 14,3,1500,2,0.93763,33.10272,1089,2.5,56.7,0,8,0.3
Kamuli ,Nase 14 ,6,4000,2,0.97261,33.14332,1086,2.8,100,0,77,2.6
Kamuli ,TME 14,5,1200,2,0.03781,33.17213,1037,2.8,100,0,58,1.9
Kamuli ,TME 14,6,600,3,1.04285,33.20447,1080,2.8,100,100,50,1.7
Kamuli ,Nase 4,4,1200,3,1.04122,33.09599,1105,2.8,30,0,8,0.3
Kamuli ,TME 14,3,1400,1,1.0835,33.09263,1086,2.2,100,0,17,0.6
Kamuli ,Nase 3,3,200,2,1.12237,33.08942,1087,0,0,6.7,21,0.7
Kamuli ,Nase 3,2,120,0,1.15436,33.08085,1051,0,0,10,20,0.7
Kamuli ,TME 14,6,300,2,0.94113,33.13627,1124,2.8,100,0,14,0.5
Kamuli ,Nase 14,6,840,3,0.93031,33.18192,1091,2.4,23.3,6.7,35,1.2
Kamuli ,TME 14,3,1200,2,0.92066,33.24333,1167,2.9,90,0,39,1.3
Kamuli ,TME 14,5,3500,1,0.91665,33.2752,1130,2.9,93.3,10,31,1
Kamuli ,TME 14,6,100,0,0.93547,33.29189,1113,2.6,86.7,0,40,1.3
Kamuli ,TME 14,7,450,2,0.90286,33.3122,1102,2.7,76.7,0,30,1
Iganga,Njule Red,6,28,1,0.85039,33.50114,1095,3.4,26.7,93.3,10,0.3
Iganga,TME 14,3,20000,2,0.83442,33.48394,1085,2.6,76.7,0,4,0.1
Iganga,Nase 14,6,875,0,0.78827,33.47117,1107,0,0,0,25,0.8
Iganga,TME 14,4,4000,2,0.74279,33.505,1098,2.5,83.3,0,38,1.3
Iganga,TME 14,3,4000,2,0.64168,33.47656,1156,2.7,96.7,100,23,0.8
Iganga,Marcury,6,2100,2,0.63135,33.5418,1100,3.2,30,0,13,0.4
Iganga,2961,6,990,1,0.60899,33.58055,1131,3.1,46.7,0,62,2.1
Iganga,TME 204,6,500,0,0.57932,33.67932,1103,2.9,46.7,0,14,0.5
Iganga,TME 204,5,875,3,0.56965,33.59849,1160,2.6,90,100,21,0.7
Iganga,TME14,5,1300,5,0.65602,33.59998,1115,2.3,100,100,21,0.7
Iganga,Omongole,4,2100,4,0.72116,33.5844,1078,2.9,100,100,16,0.5
Iganga,Nase 14,6,675,2,0.66631,33.55634,1095,0,0,100,22,0.7
Iganga,Njule Red,6,300,1,0.61889,33.44715,1144,3.1,36.7,3.3,11,0.4
Iganga,TME 14,5,600,1,0.65308,33.40552,1126,2.6,100,100,0,0
Iganga,Omongole,4,1050,1,0.61398,33.43927,1156,2.4,16.7,6.7,8,0.3
Iganga,Local,5,800,3,0.58027,33.46672,1156,2.4,43.3,76.7,12,0.4
Iganga,Nase 14,3,4000,1,0.55779,33.46494,1173,0,0,0,0,0
Iganga,TME 14,5,1470,0,0.5373,33.49115,1146,2.4,100,0,12,0.4
Iganga,TME 14,4,1000,0,0.58214,33.4853,1150,2.1,96.7,0,34,1.1
Mayuge,Nase 14,4,3000,0,0.52981,33.46966,1171,0,0,0,18,0.6
Mayuge,Nase 12,6,1350,1,0.472,33.4832,1190,2.6,73.3,0,18,0.6
Mayuge,Magana,7,420,1,0.48793,33.46729,1161,2.8,16.7,13.3,12,0.4
Mayuge,TME 14 ,5,1250,4,0.53654,33.31745,1144,3.3,100,0,20,0.7
Mayuge,Magana,6,4000,2,0.54461,33.37352,1142,2.4,16.7,30,4,0.1
Mayuge,TME 14,4,2000,0,0.51599,33.38446,1173,2.6,100,20,39,1.3
Mayuge,Njule Red,2,3000,2,0.52281,33.40403,1202,3,10,16.7,3,0.1
Mayuge,TME 14,2.5,600,2,0.48789,33.38859,1147,2.1,26.7,0,5,0.2
Mayuge,Magana,5,800,3,0.48514,33.44379,1155,2.5,13.3,50,10,0.3
Mayuge,TME 14 ,6,1200,2,0.43561,33.48812,1181,2.6,56.7,0,10,0.3
Mayuge,Njule Red,3,330,3,0.39823,33.51667,1183,2.3,23.3,30,13,0.4
Mayuge,Local,5,1500,2,0.35253,33.53009,1183,2.8,16.7,40,5,0.2
Mayuge,Njule Red,4,280,3,0.39463,33.50771,1185,0,0,16.7,8,0.3
Mayuge,Mecury,3,1200,3,0.39896,33.55602,1217,2,23.3,46.7,9,0.3
Mayuge,Nase 14,3,12000,0,0.44162,33.4728,1200,0,0,0,10,0.3
Mayuge,TME 14 ,6,875,1,0.40715,33.45808,1174,2.8,53.3,0,11,0.4
Mayuge,Mecury,6,750,1,0.46191,33.49431,1197,2.5,13.3,50,0,0
Mayuge,Njule Red,6,375,2,0.50577,33.50529,1201,3.4,16.7,53.3,5,0.2
Mayuge,TME 14 ,6,375,0,0.4544,33.51254,1182,2,46.7,0,20,0.7
Mayuge,TME 14 ,5,750,2,0.45598,33.57174,1204,2.9,66.7,0,14,0.5
Bugiri,TME 14,4,1240,2,0.44988,33.67071,1168,2.1,96.7,0,16,0.5
Bugiri,Magana,5,4000,4,0.49405,33.69054,1176,2.1,66.7,36.7,11,0.4
Bugiri,Nase  3,5,4000,2,0.54881,33.6884,1133,2.8,13.3,0,0,0
Bugiri,TME 14 ,5,1200,1,0.60894,33.67625,1086,2.6,100,0,17,0.6
Bugiri,Mecury,3,4000,3,0.53825,33.75173,1178,2.4,16.7,70,21,0.7
Bugiri,Local,6,600,1,0.48243,33.76113,1205,2.6,26.7,70,15,0.5
Bugiri,Nase 3,5,4000,2,0.42318,33.78953,1170,2.8,13.3,40,24,0.8
Bugiri,TME 14,4,800,1,0.42697,33.76036,1202,2.7,80,0,0,0
Bugiri,Nase 3,3,4000,1,0.45414,30.71644,1167,2.8,30,16.7,18,0.6
Bugiri,Mecury,4,2400,3,0.41271,33.72832,1219,2.5,33.3,30,4,0.1
Bugiri,Magana,6,362,2,0.38392,33.72512,1236,2.9,33.3,26.7,10,0.3
Bugiri,Magana,6,600,1,0.41008,33.75151,1235,2.7,20,23.3,6,0.2
Bugiri,Mecury,6,1350,1,0.59269,33.74227,1122,3.1,33.3,26.7,8,0.3
Bugiri,Magana,6,1600,3,0.64284,33.73075,1093,2.7,30,23.3,12,0.4
Bugiri,Mercy,6,1600,2,0.67689,33.74169,1094,2.9,23.3,23.3,15,0.5
Bugiri,Magana,3,1250,5,0.71712,33.76217,1118,2,90,0,26,0.9
Bugiri,Magana,5,750,1,0.52641,33.84585,1096,2.5,33.3,26.7,20,0.7
Bugiri,Magana,6,1200,0,0.52172,33.86709,1091,2.3,10,16.7,2,0.1
Bugiri,Magana,4,4000,3,0.48112,33.90136,1087,2.2,20,13.3,19,0.6
Bugiri,Magana,6,400,0,0.53754,33.90136,1087,2.9,30,33.3,12,0.4
Busia,TME 204,6,1200,2,0.4585,34.08063,1215,2,100,0,14,0.5
Busia,Nase 14,5,800,1,0.4182,34.03926,1224,0,0,0,9,0.3
Busia,Nase 14,4,4000,1,0.37262,34.01554,1213,0,0,0,21,0.7
Busia,Magana,3,3550,4,0.33667,33.99973,1200,2.3,53.3,36.7,12,0.4
Busia,Magana,3,4000,1,0.28082,33.66088,1154,2,33.3,23.3,16,0.5
Busia,TME 14,3,600,3,0.28218,33.97916,1143,0,0,0,115,3.8
Busia,Magana,6,1050,2,0.32154,33.95758,1177,2.9,23.3,26.7,10,0.3
Busia,Mecury,5,800,1,0.35014,33.97974,1216,2.7,23.3,33.3,0,0
Busia,2961,5,1350,2,0.37344,34.02888,1205,3.2,100,0,16,0.5
Busia,Nase 14,4,1050,1,0.40977,34.04478,1222,3.3,26.7,0,10,0.3
Busia,Nase 3,5,1000,2,0.44968,34.04085,1200,0,0,0,14,0.5
Busia,Mecury,3,480,2,0.47291,34.00251,1168,2.8,16.7,93.3,5,0.2
Busia,Magana,5,1500,2,0.48436,34.09616,1185,2.4,23.3,53.3,5,0.2
Busia,Yellow,6,1750,2,0.53731,34.12699,1187,3.5,50,0,12,0.4
Busia,Yellow,5,1950,2,0.54545,34.1028,1134,0,0,0,5,0.2
Busia,Magana,5,4000,3,0.52705,34.07701,1165,2.7,23.3,56.7,40,1.3
Busia,TME 14,4,750,2,0.554,34.03713,1115,2.5,33.3,0,10,0.3
Busia,Omongole,5,4000,0,0.51029,33.97466,1161,3,60,0,4,0.1
Busia,Mercy,4,1000,1,0.49599,33.96124,1137,2.8,20,30,19,0.6
Busia,Magana,4,500,1,0.50159,33.98917,1159,2.6,30,30,2,0.1
Tororo,Magana,5,1800,3,0.60119,34.06486,1099,2.4,33.3,26.7,21,0.7
Tororo,Magana,5,1200,2,0.62968,34.10504,1143,2.5,26.7,26.7,12,0.4
Tororo,2961,6,1500,1,0.65816,34.14188,1195,3.1,96.7,0,11,0.4
Tororo,MHa97/2961,6,800,4,0.68727,34.10585,1170,3,80,0,6,0.2
Tororo,Nase 4,5,1320,4,0.7034,34.15769,1150,2.5,20,10,24,0.8
Tororo,Magana,5,2000,2,0.65816,34.14188,1195,2.4,30,23.3,14,0.5
Tororo,Magana,3,4000,3,0.68446,34.05393,1136,2.3,30,23.3,17,0.6
Tororo,MH97/2961,6,150,0,0.68892,34.00953,1159,3.1,100,0,0,0
Tororo,Magana,3,2250,1,0.73227,34.0173,1106,2.4,23.3,23.3,37,1.2
Tororo,Magana,4,800,2,0.76005,34.04295,1102,2.5,20,23.3,17,0.6
Tororo,Magana,9,2100,2,0.74444,34.11702,1213,2.6,46.7,26.7,50,1.7
Tororo,Magana,6,3000,2,0.75327,34.12524,1207,2.6,30,73.3,49,1.6
