District,Variety_Sampled,Age,Field_size(MSquared),Neighbor_ fields,lat,lon,Altitude,CBSD_Severity,CBSD_Incidence,CMD_Incidence,Adult_Population,Mean_adult_whitefly_per_Plant
Koboko,Bukalasa,5,1000,0,3.37403,32.93522,1243,0,0,20,5,0.2
Koboko,Malukwa,6,1000,0,3.39628,30.93328,1245,0,0,30,4,0.1
Koboko,Ariwara,6,2000,0,3.49538,30.94002,1267,2,16.7,56.7,12,0.4
Koboko,TME 14,5,2000,3,3.5233,30.90218,1193,2,16.7,13.3,41,1.4
Koboko,I92/0057,5,2000,3,3.55657,30.91937,1160,0,0,16.7,2,0.1
Koboko,TME 14,5,1000,2,3.59838,30.9412,1039,2,23.3,0,10,0.3
Koboko,Abangimoto,5,2000,2,3.66645,30.97045,966,2,36.7,43.3,1579,52.6
Koboko,TME 14,6,1000,2,3.39372,30.97387,1196,2,36.7,3.3,244,8.1
Koboko,Cenje,6,4000,4,3.39127,31.03353,1045,0,0,26.7,4,0.1
Koboko,TME 14,5,4000,4,3.42605,31.03342,1020,2,23.3,0,13,0.4
Koboko,Nase 12,6,2000,3,3.46338,31.05175,1018,2,50,0,5,0.2
Koboko,Tme 14,5,1000,0,3.48898,31.02098,1151,0,0,0,8,0.3
Koboko,TME 14,5,2000,0,3.50263,30.97035,1233,0,0,0,0,0
Koboko,Malukwa,5,2000,3,3.53488,31.02748,1194,0,0,30,0,0
Koboko,Cenje,5,10000,0,3.57183,31.09127,1169,0,0,43.3,0,0
Koboko,TME 14,6,2000,4,3.59113,31.06805,1025,0,0,0,0,0
Koboko,TME 14,5,2000,0,3.62022,31.04413,975,2,10,0,10,0.3
Koboko,TME 14,5,2000,4,3.62022,31.03418,1044,0,0,0,43,1.4
Koboko,TME 14,6,2000,3,3.44047,31.02132,1065,0,0,0,8,0.3
Moyo,TME 14,6,2000,3,3.5546,31.81328,630,2,100,0,11,0.4
Moyo,TME 14,5,2000,4,3.56148,31.86545,618,2,100,0,0,0
Moyo,TME 14,6,2000,6,3.56473,31.92137,627,2,66.7,0,0,0
Moyo,TME 14,6,4000,0,3.60105,31.91438,705,2,66.7,0,0,0
Moyo,TME 14,6,4000,6,3.5898,31.82365,705,2,73.3,0,58,1.9
Moyo,TME 14,4,1000,2,3.63378,31.79545,980,0,0,0,17,0.6
Moyo,TME 204,5,1500,4,3.68465,31.7885,954,0,0,0,10,0.3
Moyo,Nase 14,5,4000,4,3.74027,31.79732,909,0,0,0,9,0.3
Moyo,TME 14,5,1000,3,3.64352,31.73938,958,0,0,0,0,0
Moyo,TME 14,5,2000,0,3.61165,31.74852,929,2,70,0,1,0
Moyo,TME 14,5,2000,2,3.63435,31.68433,945,2,3.3,0,0,0
Moyo,TME 14,5,4000,3,3.61548,31.62245,788,2,23.3,0,7,0.2
Moyo,TME 204,6,1000,4,3.58835,31.54997,753,2,53.3,0,12,0.4
Moyo,TME 14,5,2000,3,3.60942,31.65607,837,2,53.3,0,4,0.1
Moyo,TME 14,5,1000,0,3.56167,31.64432,866,2,30,0,25,0.8
Moyo,Mingoro,6,4000,2,3.48903,31.66185,624,2,13.3,40,22,0.7
Moyo,Nase 14,6,12000,0,3.39368,31.5879,626,0,0,0,1072,35.7
Moyo,Alifasio,5,4000,3,3.28957,31.54387,666,2,13.3,100,320,10.7
Moyo,TME 14,5,2000,2,3.24765,31.52687,659,2,100,0,0,0
Moyo,Nase 14,5,3000,4,3.23505,31.46602,657,2,36.7,0,37,1.2
Yumbe,TME 14,5,2000,5,3.52172,31.11222,1004,0,0,0,2,0.1
Yumbe,Mingoro,5,1000,5,3.52825,31.13212,1017,0,0,0,564,18.8
Yumbe,Nase 12,5,1000,5,3.53695,31.1766,994,0,0,0,547,18.2
Yumbe,TME 14,6,1000,2,3.45545,31.21647,996,2,16.7,0,28,0.9
Yumbe,Nase 12,6,1000,4,3.4211,31.01268,1036,2,46.7,0,59,2
Yumbe,TME 204,5,2000,6,3.42442,31.21408,982,2.3,80,0,180,6
Yumbe,TME 14,6,4000,4,3.3868,31.0248,927,2,46.7,0,151,5
Yumbe,Mingoro,6,1000,0,3.35123,31.25522,916,2,36.7,63.3,66,2.2
Yumbe,Bisimenge,5,1000,0,3.3301,31.31468,782,2,36.7,50,0,0
Yumbe,Nase 12,5,1800,0,3.29553,31.34948,710,2,60,0,0,0
Yumbe,Bisimenge,5,2000,2,3.28293,31.0366,691,0,0,30,149,5
Yumbe,TME 14,6,1000,6,3.33558,31.23147,942,2,90,0,5,0.2
Yumbe,Nase 13,5,10000,4,3.38702,31.28363,952,2,100,0,77,2.6
Yumbe,Nase 12,6,1000,0,3.45092,31.00252,965,2,3.3,0,6000,200
Yumbe,Malukwa,5,1000,4,3.5786,31.01675,1008,0,0,96.7,1060,35.3
Yumbe,Mingoro,6,1000,3,3.59963,31.02348,965,0,0,30,28,0.9
Yumbe,TME 204,6,1000,0,3.51255,31.26608,959,2,20,3.3,5,0.2
Yumbe,TME 14,4,1000,4,3.52132,31.00032,896,2,100,0,1,0
Yumbe,TME 14,6,2000,2,3.57747,31.45982,776,2,100,0,6,0.2
Yumbe,TME 14,6,2000,3,3.0587,31.52273,755,2,56.7,0,12,0.4
Yumbe,TME 14,6,2000,2,3.57747,31.45982,776,2,100,0,6,0.2
Yumbe,TME 14,6,2000,3,3.0587,31.52273,755,2,56.7,0,12,0.4
Amolatar,TME 204,4,1000,2,1.50253,32.64248,1049,2,23.3,0,181,6
Amolatar,TME 14,3,2000,3,1.5313,32.69617,1066,2,56.7,3.3,1413,47.1
Amolatar,BAO,3,5000,1,1.63671,32.85295,1038,2,6.7,86.7,28,0.9
Amolatar,BAO,4,1500,6,1.68577,32.88449,1049,2,33.3,90,1466,48.9
Amolatar,BAO,4,2000,4,1.63271,32.92073,1064,2,20,40,96,3.2
Amolatar,TME 14,4,2000,2,1.57909,32.89688,1055,2,13.3,3.3,1033,34.4
Amolatar,NASE 3,5,4000,0,1.64701,32.95305,1061,0,0,50,5247,174.9
Amolatar,TME 14,4,5000,4,1.69751,32.96861,1040,2,96.7,13.3,1268,42.3
Amolatar,BAO,5,4000,3,1.72429,32.90601,1050,2,6.7,96.7,9201,306.7
Amolatar,BAO,5,4000,5,1.72511,32.8257,1044,2,10,100,3011,100.4
Amolatar,BAO,5,600,4,1.70485,32.76418,1049,2.1,46.7,86.7,11429,381
Amolatar,TME 14,3,1500,4,1.65394,32.69159,1038,2,26.7,6.7,4624,154.1
Amolatar,BAO,4,1200,2,1.57312,32.63528,1042,2.3,43.3,40,1118,37.3
Amolatar,NASE 3,5,1500,4,1.63026,32.80535,1039,0,0,46.7,619,20.6
Amolatar,BAO,4,4500,2,1.6177,32.76388,1038,0,0,73.3,15175,505.8
Amolatar,BAO,6,4000,3,1.62169,32.81794,1036,2.6,36.7,76.7,171,5.7
Amolatar,BAO,5,3500,2,1.66364,32.79618,1048,2.7,20,80,167,5.6
Amolatar,BAO,5,3375,2,1.62295,32.86851,1038,2.3,50,86.7,1753,58.4
Amolatar,NASE 13,5,1200,0,1.58562,32.87268,1046,2,76.7,26.7,556,18.5
Amolatar,BAO,5,2000,2,1.66556,32.98583,1043,2.8,26.7,76.7,28,0.9
Apac,NASE 13,8,2000,3,1.98098,32.5177,1044,2,43.3,0,52,1.7
Apac,TME 14,5,1200,3,1.94003,32.40152,1033,2,76.7,10,192,6.4
Apac,ATIM-ATIM,7,2250,0,1.82659,32.36285,1042,2,6.7,96.7,7,0.2
Apac,AKORA-KORA,8,2000,1,1.78205,32.38319,1071,0,0,6.7,4,0.1
Apac,TME 14,8,1200,0,1.81284,32.432,1056,2,70,0,5,0.2
Apac,TME 14,6,1500,1,1.67278,32.36024,1045,2,90,0,10,0.3
Apac,ATIM-ATIM,5,4000,3,1.70494,32.11116,1045,0,0,13.3,88,2.9
Apac,NYAR-BOKE,4,900,1,1.77475,32.2108,1044,2,36.7,83.3,20,0.7
Apac,AYAR-BOKE,8,1500,2,1.80224,32.26957,1039,2,3.3,83.3,20,0.7
Apac,ATIM-ATIM,3,3000,1,1.82546,32.33042,1038,2,46.7,0,79,2.6
Apac,BAO,6,2500,2,1.9008,32.54285,1065,0,0,100,259,8.6
Apac,TME 14,2,2500,2,1.84913,32.69523,1042,2,20,0,541,18
Apac,TME 14,6,900,1,1.89988,32.77988,1042,2,96.7,0,0,0
Apac,NASE 10,6,1200,1,2.05251,32.64254,1074,2,96.7,6.7,644,21.5
Apac,BAO,4,2000,1,2.02611,32.57598,1054,2,3.3,96.7,290,9.7
Apac,BAO,4,1200,1,2.05968,32.44474,1041,0,0,80,48,1.6
Apac,TME 204,6,2000,2,2.1147,32.53476,1044,2,40,13.3,47,1.6
Apac,BAO,6,1800,1,2.1617,32.57038,1040,0,0,83.3,153,5.1
Apac,BAO,6,1500,2,2.20281,32.59064,1048,0,0,96.7,85,2.8
Apac,NASE 13,5,4000,2,1.95484,32.43392,1035,2,23.3,13.3,1,0
Oyam,BAO,6,2500,3,2.21166,32.55299,1044,2,6.7,0,608,20.3
Oyam,TME 204,6,4200,1,2.27847,32.51855,1071,0,0,3.3,245,8.2
Oyam,TME 204,6,3500,2,2.29356,32.47684,1051,0,0,0,101,3.4
Oyam,NASE 13,6,1500,2,2.29173,32.42577,1052,0,0,3.3,138,4.6
Oyam,TME 204,6,1500,4,2.22317,32.37848,1038,0,0,3.3,191,6.4
Oyam,NASE 14,6,500,1,2.24588,32.31858,1052,0,0,0,106,3.5
Oyam,APAC-APAC,4,1200,2,2.33625,32.25385,1071,0,0,83.3,30,1
Oyam,TME 14,4,1200,1,2.31414,32.29177,1076,0,0,0,265,8.8
Oyam,OMONGOLE,6,1200,2,2.50172,32.71663,1105,2,3.3,56.7,33,1.1
Oyam,TME 204,6,2000,2,2.53931,32.64168,1091,0,0,3.3,21,0.7
Oyam,NASE 13,6,3500,2,2.57759,32.60033,1091,2,3.3,0,87,2.9
Oyam,BAO,5,2000,4,2.5439,32.57265,1082,0,0,83.3,19,0.6
Oyam,NASE 13,6,1000,1,2.48637,32.5907,1097,2,10,0,111,3.7
Oyam,BAO,6,1200,2,2.48834,32.54735,1052,0,0,83.3,88,2.9
Oyam,NASE 12,6,900,1,2.53513,32.51266,1070,0,0,0,293,9.8
Oyam,NASE 12,6,2400,2,2.45162,32.50575,1066,0,0,0,87,2.9
Oyam,TME 204,6,900,1,2.40012,32.47319,1053,0,0,0,379,12.6
Oyam,TME 14,5,2500,1,2.40197,32.56754,1049,0,0,0,125,4.2
Oyam,BAO,6,1200,2,2.42248,32.63271,1069,0,0,86.7,681,22.7
Oyam,TME 204,5,1800,3,2.26072,32.26072,1059,2,6.7,96.7,703,23.4
Lira,TME14,6,2400,5,2.23948,32.97739,1127,2,70,0,11,0.4
Lira,TME14,3,450,3,2.24514,33.03513,1116,2,3.3,0,40,1.3
Lira,TME14,5,900,4,2.28295,33.04204,1108,0,0,0,38,1.3
Lira,TME14,6,5600,3,2.23917,33.09402,1096,2,10,0,14,0.5
Lira,TME14,4,2100,0,2.18928,33.13628,1097,0,0,0,44,1.5
Lira,TME14,4,3000,1,2.08099,33.11141,1056,2,50,6.7,20,0.7
Lira,Bao,6,1350,2,2.3079,32.92569,1119,0,0,90,29,1
Lira,Nase12,6,900,3,2.32898,32.96795,1154,2,6.7,0,26,0.9
Lira,Nase12,4,2000,3,2.44509,32.94823,1102,2,53.3,0,108,3.6
Lira,2961,6,4200,2,2.52226,32.93029,1055,0,0,10,61,2
Lira,Nase12,6,1200,2,2.56679,32.91087,1028,2,10,0,46,1.5
Lira,Nase12,4,750,2,2.57388,32.87523,1028,0,0,0,33,1.1
Lira,Nase12,6,900,2,2.551,32.84612,1038,2,20,0,59,2
Lira,Nase12,5,900,2,2.46915,32.83994,1068,2,96.7,0,22,0.7
Lira,TME204,6,1000,0,2.25591,32.8492,1089,2,46.7,3.3,40,1.3
Lira,Bao,6,3000,3,2.21915,32.83945,1100,2,10,50,152,5.1
Lira,TME14,6,900,2,2.20352,32.87097,1111,2,6.7,0,379,12.6
Lira,TME204,6,1200,1,2.18649,32.91548,1135,2,56.7,0,141,4.7
Lira,TME14,4,2400,1,2.15724,32.95099,1111,2,13.3,0,212,7.1
Dokolo,TME14,3,2000,1,2.07065,32.94024,1076,2,6.7,0,521,17.4
Dokolo,Bao,5,3200,3,2.06265,32.89203,1105,0,0,86.7,1011,33.7
Dokolo,TME14,6,5000,1,2.01717,32.89524,1094,2,53.3,10,55,1.8
Dokolo,Bao,5,1800,1,1.94924,32.88488,1064,0,0,100,452,15.1
Dokolo,TME14,6,2550,3,1.95673,32.98153,1064,2,73.3,0,318,10.6
Dokolo,TME14,5,750,3,1.98289,33.0642,1047,0,0,3.3,458,15.3
Dokolo,TME204,5,2000,3,2.04263,33.11878,1065,2,13.3,0,123,4.1
Dokolo,Nase12,6,600,1,2.0445,33.18103,1119,2,3.3,0,168,5.6
Dokolo,TME14,4,2250,2,2.0371,33.22318,1122,0,0,0,20,0.7
Dokolo,Akena,6,2250,2,2.0285,33.2504,1125,0,0,0,309,10.3
Dokolo,Akena,6,700,0,1.99726,33.25712,1155,2,30,0,31,1
Dokolo,Akena,6,900,0,1.85638,33.08055,1060,2,90,0,10031,334.4
Dokolo,Bao,6,900,1,1.80337,33.09661,1064,2.5,13.3,100,725,24.2
Dokolo,TME14,3,1400,1,1.75484,33.05383,1062,2,26.7,50,1205,40.2
Dokolo,Nase3,3,1600,0,1.80809,33.06927,1061,0,0,26.7,1840,61.3
Dokolo,Nase14,6,5000,2,1.9183,33.17695,1088,0,0,0,1109,37
Dokolo,TME14,6,4500,0,1.97375,33.18785,1074,2,50,0,58,1.9
Dokolo,Akena,6,3000,2,1.94978,33.21737,1102,2.4,46.7,0,15,0.5
Dokolo,Nase 3,6,4000,3,1.97095,33.26546,1118,0,0,10,59,2
Dokolo,Akena,5,3000,2,1.87906,33.16372,1080,2,13.3,6.7,2497,83.2
Kaberamaido,Egabo,5,2400,1,1.80443,33.15687,1087,0,0,100,1270,42.3
Kaberamaido,TME14,6,1200,1,1.76263,33.15456,1077,2.1,33.3,0,18630,621
Kaberamaido,TME14,3,4000,2,1.71429,33.16246,1045,0,0,0,1212,40.4
Kaberamaido,TME14,5,1700,2,1.74722,33.20815,1042,2,73.3,16.7,5930,197.7
Kaberamaido,TME14,3,1500,1,1.78234,33.24586,1070,2,60,6.7,3116,103.9
Kaberamaido,TME14,3,2250,0,1.80971,33.28745,1060,2,80,6.7,3093,103.1
Kaberamaido,Nase3,5,2500,0,1.79014,33.35055,1087,0,0,26.7,331,11
Kaberamaido,Nase3,6,1800,1,1.803,33.39247,1063,0,0,50,478,15.9
Kaberamaido,Nase3,6,2250,1,1.80381,33.34913,1077,0,0,50,242,8.1
Kaberamaido,Nase3,6,800,0,1.84707,33.38449,1070,0,0,20,104,3.5
Kaberamaido,Nase3,3,1800,1,1.81079,33.40322,1049,0,0,30,707,23.6
Kaberamaido,Nase3,3,3000,1,1.84066,33.47553,1059,0,0,23.3,610,20.3
Kaberamaido,Nase3,5,2500,2,1.89528,33.36048,1091,0,0,43.3,602,20.1
Kaberamaido,Nase3,6,1500,1,1.93207,33.3112,1108,0,0,13.3,96,3.2
Kaberamaido,Akena,6,1800,3,1.86544,33.27276,1098,2.8,26.7,0,353,11.8
Kaberamaido,Akena,6,1500,3,1.80085,33.18258,1088,0,0,10,688,22.9
Kaberamaido,Akena,6,6000,1,1.84215,33.15897,1093,3,23.3,3.3,20,0.7
Kaberamaido,Nase 14,6,2500,0,1.72828,33.12908,1070,0,0,0,430,14.3
Kaberamaido,Nase14,6,1500,0,1.67627,33.13383,1049,2,20,0,252,8.4
Kaberamaido,Nase3,6,2000,2,1.68547,33.06897,1053,0,0,60,706,23.5
Wakiso,Unknown Local,4,1000,0,0.52025,32.37561,1137,2,10,16.7,75,2.5
Wakiso,Unknown Local,2,100,0,0.41945,32.40093,1183,0,0,6.7,35,1.2
Wakiso,Unknown Local,6,3000,2,0.41333,32.44926,1194,0,0,26.7,80,2.7
Wakiso,Nase 14,6,216,4,0.44339,32.65557,1160,0,0,0,163,5.4
Wakiso,Nase 14,5,5100,2,0.47678,32.63156,1167,0,0,0,415,13.8
Wakiso,Nase 14,3,775,0,0.45294,32.57173,1153,0,0,0,274,9.1
Wakiso,Nase 14,4,390,2,0.51306,32.58883,1176,2.9,26.7,0,245,8.2
Wakiso,TME 14,3,540,1,0.52299,32.36214,1152,2.9,23.3,6.7,256,8.5
Wakiso,Unknown Local,4,80,0,0.49584,32.33765,1130,0,0,66.7,169,5.6
Wakiso,Unknown Local,4,1120,1,0.36819,32.47151,1212,0,0,26.7,14,0.5
Wakiso,Unknown Local,3,750,2,0.32012,32.44406,1211,2,3.3,0,24,0.8
Wakiso,Bamunanika,4,116,2,0.27204,32.43943,1173,0,0,3.3,248,8.3
Wakiso,Bamunanika,5,675,0,0.24613,32.42747,1193,0,0,0,24,0.8
Wakiso,Kwatampale,6,608,1,0.19533,32.44416,1153,0,0,23.3,173,5.8
Wakiso,Unknown Local,4,1125,1,0.17772,32.37987,1161,0,0,3.3,188,6.3
Wakiso,Nase 14,2,750,0,0.57327,32.59126,1205,0,0,0,153,5.1
Wakiso,Nase 14,5,126,2,0.55274,32.64877,1134,0,0,0,221,7.4
Wakiso,Njule,4,1920,2,0.51657,32.48202,1175,2,13.3,6.7,136,4.5
Wakiso,Njule,4,180,0,0.46457,32.54322,1201,2.5,33.3,13.3,44,1.5
Wakiso,Improved Unknown,5,4800,0,0.54334,32.44198,1170,2,3.3,6.7,282,9.4
Mityana,Kwatampale,5,840,0,0.37988,32.17931,1207,0,0,3.3,663,22.1
Mityana,Bamunanika,4,450,0,0.39173,32.08165,1293,0,0,0,135,4.5
Mityana,Njule,4,420,0,0.40419,32.00762,1187,0,0,10,222,7.4
Mityana,Kirimumpale,4,1800,0,0.42934,32.0224,1225,0,0,26.7,105,3.5
Mityana,Kirimumpale,5,2700,1,0.43622,32.04042,1244,0,0,6.7,229,7.6
Mityana,Kirimumpale,4,1100,2,0.47303,32.10148,1212,0,0,0,43,1.4
Mityana,Kirimumpale,4,750,4,0.51194,32.15812,1161,0,0,6.7,49,1.6
Mityana,TME 14,5,150,1,0.5049,32.15091,1150,3,3.3,3.3,80,2.7
Mityana,Unknown Local,6,1700,1,0.27439,31.97643,1213,0,0,0,94,3.1
Mityana,TME 14,4,150,1,0.27608,32.00023,1224,2,20,0,40,1.3
Mityana,Local Unknown,5,750,0,0.3151,32.00222,1198,2,30,6.7,29,1
Mityana,TME 14,5,1750,1,0.32115,32.0278,1190,2.8,13.3,0,314,10.5
Mityana,Kirimumpale,3,3600,0,0.27392,32.03208,1222,0,0,3.3,21,0.7
Mityana,Local Unknown,3,700,2,0.30998,32.07999,1207,0,0,0,6,0.2
Mityana,Kirimumpale,5,200,1,0.46088,32.01921,1225,0,0,16.7,330,11
Mityana,Kirimumpale,5,230,1,0.49245,32.05675,1330,0,0,3.3,102,3.4
Mityana,Kirimumpale,5,990,1,0.5188,32.08858,1404,0,0,3.3,83,2.8
Mityana,Kirimumpale,5,1440,1,0.54052,32.04119,1387,0,0,0,32,1.1
Mityana,TME 14 like,4,500,0,0.58183,32.02079,1174,0,0,30,181,6
Mityana,TME 14,3,1200,3,0.30016,32.17413,1228,2,10,0,33,1.1
Mpigi,TME 14,5,2100,1,0.22573,32.34587,1193,2.1,86.7,0,129,4.3
Mpigi,TME 14,5,250,2,0.21229,32.32326,1182,2,90,3.3,135,4.5
Mpigi,Kirimumpale,4,1000,0,0.16319,32.24273,1172,2,3.3,10,12,0.4
Mpigi,TME 14,5,770,4,0.12697,32.18594,1184,2.1,33.3,3.3,275,9.2
Mpigi,Akena,3,100,4,0.20625,32.19344,1225,2.4,70,0,44,1.5
Mpigi,TME 14,4,150,5,0.07101,32.11547,1206,2,100,3.3,167,5.6
Mpigi,TME 14,4,1350,2,0.24538,32.37294,1211,2,100,0,158,5.3
Mpigi,Nase 14,4,1000,1,0.27611,32.38024,1217,0,0,0,156,5.2
Mpigi,Kirimumpale,6,2400,3,0.2239,32.39197,1212,2.5,13.3,46.7,117,3.9
Mpigi,TME 14,4,600,2,0.26185,32.31354,1240,2,73.3,0,199,6.6
Mpigi,TME 14,4,250,2,0.25802,32.23262,1170,2,100,0,114,3.8
Mpigi,Kirimumpale,3,700,3,0.11337,32.18485,1185,0,0,3.3,14,0.5
Mpigi,Njule,4,700,2,0.11447,32.22518,1208,2,16.7,0,38,1.3
Mpigi,Kirimumpale,3,800,2,0.06738,32.21684,1180,0,0,0,7,0.2
Mpigi,Kirimumpale,4,1000,4,0.07053,31.1294,1188,2,23.3,3.3,97,3.2
Mpigi,Kirimumpale,4,150,2,0.00293,32.042,1184,0,0,16.7,29,1
Mpigi,TME 204,3,540,1,0.03094,32.07835,1173,0,0,0,148,4.9
Mpigi,TME 204,4,5100,0,0.00528,32.00774,1179,2,3.3,0,690,23
Mpigi,Katampale,3,375,2,0.06189,32.027,1232,0,0,16.7,7,0.2
Mpigi,Nase 14,3,220,2,0.05829,32.0095,1152,0,0,0,80,2.7
Masaka,TME 14,4,1350,2,0.26228,31.80899,1278,2,13.3,3.3,303,10.1
Masaka,TME 14,3,1800,2,0.28241,31.83408,1214,2,20,6.7,36,1.2
Masaka,Omongole,3,1350,2,0.30435,31.88387,1148,0,0,66.7,168,5.6
Masaka,TME 14,3,200,3,0.31436,31.95872,1145,2,26.7,0,1843,61.4
Masaka,TME 14,5,960,0,0.31002,31.8342,1182,2,20,3.3,228,7.6
Masaka,Local Unknown,4,375,0,0.33036,31.77725,1189,2,13.3,3.3,2660,88.7
Masaka,Local Unknown,4,150,2,0.29711,31.78293,1266,2,3.3,40,121,4
Masaka,TME 14,3,1350,1,0.28451,31.7711,1259,2,20,0,173,5.8
Masaka,Nase 14,5,700,2,0.34371,31.70744,1208,0,0,0,215,7.2
Masaka,TME 14,5,750,2,0.36879,31.66138,1279,0,0,0,376,12.5
Masaka,Local Unknown,5,360,0,0.39502,31.62361,1238,0,0,50,372,12.4
Masaka,TME 14,4,2400,2,0.41515,31.55483,1247,0,0,3.3,186,6.2
Masaka,TME 14,4,250,0,0.39528,31.60465,1227,0,0,3.3,449,15
Masaka,Kirimumpale,5,1140,2,0.38387,31.65274,1268,0,0,3.3,125,4.2
Masaka,TME 214,4,420,2,0.35873,31.72104,1223,2,53.3,16.7,634,21.1
Masaka,TME 14,3,800,1,0.40664,31.65411,1289,0,0,3.3,188,6.3
Masaka,Local Unknown,5,675,1,0.36018,31.7455,1327,2,3.3,13.3,426,14.2
Masaka,TME 14,4,2960,3,0.40356,31.75104,1264,2,3.3,26.7,3804,126.8
Masaka,TME 14,3,640,2,0.45059,31.74654,1256,0,0,3.3,366,12.2
Masaka,Kwatampale,4,2120,3,0.3464,31.74815,1275,2.3,10,50,1606,53.5
Sembabule,TME 14,3,2120,2,0.10356,31.52848,1210,2,36.7,0,89,3
Sembabule,TME 14,5,1110,0,0.06206,31.50707,1228,2,70,0,148,4.9
Sembabule,Local Unknown,5,1140,1,0.01841,31.52365,1229,2,3.3,13.3,125,4.2
Sembabule,TME 14,3,460,1,0.01333,31.48156,1232,2.2,96.7,0,311,10.4
Sembabule,TME 14,4,180,1,0.07697,31.47149,1231,2,96.7,0,324,10.8
Sembabule,TME 14,4,420,3,0.13551,31.46905,1250,2,63.3,3.3,315,10.5
Sembabule,TME 14,5,60,3,0.19793,31.49042,1212,0,0,0,209,7
Sembabule,Omongole,4,2100,0,0.2455,31.47373,1246,0,0,6.7,101,3.4
Sembabule,Kirimumpale,3,850,0,0.25306,31.38916,1266,0,0,3.3,90,3
Sembabule,Local Unknown,4,375,1,0.06256,31.4271,1270,0,0,3.3,37,1.2
Sembabule,TME 204,4,560,2,0.04428,31.22191,1290,2,100,0,25,0.8
Sembabule,Kirimumpale,5,1100,1,0.04387,31.22244,1289,2,6.7,16.7,33,1.1
Rakai,TME 14,4,184,0,0.53189,31.63382,1281,2,43.3,0,196,6.5
Rakai,Omongole,3,1680,1,0.55433,31.68306,1227,2,10,13.3,195,6.5
Rakai,Kwatampale,4,1260,1,0.63117,31.65956,1224,0,0,6.7,21,0.7
Rakai,Kirimumpale,5,1750,1,0.64618,31.60478,1172,2,3.3,16.7,299,10
Rakai,Bamunanika,3,544,3,0.53069,31.61637,1305,2,3.3,16.7,57,1.9
Rakai,Bamunanika,4,1440,3,0.50457,31.59972,1249,0,0,13.3,200,6.7
Rakai,Bamunanika,4,595,1,0.4804,31.59759,1253,0,0,13.3,94,3.1
Rakai,TME 14,5,494,1,0.57279,31.602,1218,2,10,3.3,288,9.6
Rakai,Omongole,3,210,0,0.68941,31.43022,1251,0,0,3.3,76,2.5
Rakai,Local Unknown,4,1120,2,0.73229,31.40133,1287,0,0,33.3,106,3.5
Rakai,TME 14,5,462,0,0.77039,31.34988,1232,2.2,16.7,10,568,18.9
Rakai,TME 14,5,345,0,0.65623,31.35851,1237,2.1,70,10,851,28.4
Rakai,TME 14,4,5100,0,0.64293,31.32109,1270,0,0,0,328,10.9
Rakai,Kirimumpale,4,660,1,0.66596,31.53837,1183,0,0,23.3,271,9
Rakai,TME 204,5,315,0,0.77676,31.50064,1188,0,0,6.7,91,3
Rakai,TME 14,4,168,2,0.86543,31.47354,1186,2,3.3,10,283,9.4
Rakai,TME 14,3,3339,1,0.98744,31.42064,1180,0,0,3.3,118,3.9
Rakai,"B,11",5,153,0,0.631,31.57691,1194,0,0,6.7,45,1.5
Rakai,TME 204,5,216,1,0.65009,31.62408,1196,0,0,0,71,2.4
Rakai,Kirimumpale,3,140,2,0.63446,31.64606,1206,0,0,0,175,5.8
Kibaale,Nase 13,5,600,1,0.90835,31.42355,1184,0,0,0,51,1.7
Kibaale,TME 14,3,1400,3,0.9567,31.42813,1151,0,0,0,70,2.3
Kibaale,Local Unknown,4,200,2,0.8617,31.40605,1310,0,0,13.3,7,0.2
Kibaale,Local Unknown,3,800,3,0.77673,31.20302,1194,0,0,23.3,40,1.3
Kibaale,Gwalanda,4,1200,2,0.78357,31.15155,1263,0,0,10,23,0.8
Kibaale,Gwalanda,3,300,1,0.82287,31.37695,1305,0,0,10,42,1.4
Kibaale,TME 14,4,1200,2,0.77572,31.25002,1201,2,16.7,0,49,1.6
Kibaale,Local Unknown,6,225,0,0.79248,31.29398,1260,0,0,40,71,2.4
Kibaale,Kakofira,4,600,3,0.78743,31.36455,1298,0,0,20,3,0.1
Kibaale,Local Unknown,5,450,1,0.8974,30.92363,1215,0,0,10,73,2.4
Kibaale,Gwalanda,5,1200,0,0.78078,31.06135,1371,0,0,3.3,11,0.4
Kibaale,Gwalanda,4,450,0,0.85542,30.99587,1219,0,0,40,14,0.5
Kibaale,Local Unknown,4,600,2,0.94648,30.81603,1222,0,0,23.3,72,2.4
Kibaale,TME 14,4,450,3,0.76412,31.10413,1377,0,0,0,105,3.5
Kibaale,Nase 12,4,450,2,1.19443,31.29577,1092,2,3.3,0,164,5.5
Kibaale,TME 14,4,2800,1,1.1564,31.28378,1090,2,20,0,108,3.6
Kibaale,Nase 13,4,2800,2,1.01862,31.13073,1118,0,0,3.3,121,4
Kibaale,TME 14,4,400,2,1.04745,31.06473,1135,2,3.3,0,60,2
Kibaale,Local Unknown,4,1200,2,1.08603,31.05902,1125,0,0,13.3,71,2.4
Kibaale,Local Unknown,4,300,0,1.11157,30.99572,1071,0,0,0,58,1.9
Hoima,TME 204,5,300,2,1.3176,31.44088,1103,2,73.3,0,43,1.4
Hoima,TME 14,4,200,2,1.42692,31.38053,1159,2,86.7,0,662,22.1
Hoima,TME 204,4,600,6,1.49482,31.50108,1153,0,0,53.3,339,11.3
